S/N,Name,Email Address,Lesson Summary,Quiz Summary,Assignment Summary,Grade Point Average,Intermediate class Eligibility
796,644eb5f4fc13ae246d8432a2,0,0,0.0,91,29.89,true
797,644eb5f4fc13ae246d8432a3,0,0,0.0,67,11.98,false
798,644eb5f4fc13ae246d8432a4,0,0,0.0,6,60.68,true
799,644eb5f4fc13ae246d8432a5,0,0,0.0,47,37.87,true
800,644eb5f4fc13ae246d8432a6,0,0,0.0,42,18.13,true
801,644eb5f4fc13ae246d8432a7,0,0,0.0,29,78.78,false
802,644eb5f4fc13ae246d8432a8,0,0,0.0,42,58.98,false
803,644eb5f4fc13ae246d8432a9,0,0,0.0,26,83.4,true
804,644eb5f4fc13ae246d8432aa,0,0,0.0,60,93.56,false
805,644eb5f4fc13ae246d8432ab,0,0,0.0,62,99.89,false
806,644eb5f4fc13ae246d8432ac,0,0,0.0,8,26.61,false
807,644eb5f4fc13ae246d8432ad,0,0,0.0,88,91.37,false
808,644eb5f4fc13ae246d8432ae,0,0,0.0,7,1.71,true
809,644eb5f4fc13ae246d8432af,0,0,0.0,82,73.0,true
810,644eb5f4fc13ae246d8432b0,0,0,0.0,49,86.1,true
811,644eb5f4fc13ae246d8432b1,0,0,0.0,4,23.62,false
812,644eb5f4fc13ae246d8432b2,0,0,0.0,47,77.26,true
813,644eb5f4fc13ae246d8432b3,0,0,0.0,9,35.94,false
814,644eb5f4fc13ae246d8432b4,0,0,0.0,38,49.29,false
815,644eb5f4fc13ae246d8432b5,0,0,0.0,0,92.95,false
816,644eb5f4fc13ae246d8432b6,0,0,0.0,69,26.48,true
817,644eb5f4fc13ae246d8432b7,0,0,0.0,41,70.7,true
818,644eb5f4fc13ae246d8432b8,0,0,0.0,78,11.12,true
819,644eb5f4fc13ae246d8432b9,0,0,0.0,9,76.34,true
820,644eb5f4fc13ae246d8432ba,0,0,0.0,44,90.44,true
821,644eb5f4fc13ae246d8432bb,0,0,0.0,36,31.89,false
822,644eb5f4fc13ae246d8432bc,0,0,0.0,26,40.79,true
823,644eb5f4fc13ae246d8432bd,0,0,0.0,58,16.14,true
824,644eb5f4fc13ae246d8432be,0,0,0.0,63,9.86,false
825,644eb5f4fc13ae246d8432bf,0,0,0.0,65,36.62,false
826,644eb5f4fc13ae246d8432c0,0,0,0.0,6,74.36,false
827,644eb5f4fc13ae246d8432c1,0,0,0.0,18,62.06,false
828,644eb5f4fc13ae246d8432c2,0,0,0.0,33,4.02,false
829,644eb5f4fc13ae246d8432c3,0,0,0.0,89,38.09,true
830,644eb5f4fc13ae246d8432c4,0,0,0.0,66,44.62,false
831,644eb5f4fc13ae246d8432c5,0,0,0.0,21,34.96,true
832,644eb5f4fc13ae246d8432c6,0,0,0.0,94,28.93,false
833,644eb5f4fc13ae246d8432c7,0,0,0.0,47,14.74,false
834,644eb5f4fc13ae246d8432c8,0,0,0.0,65,98.52,true
835,644eb5f4fc13ae246d8432c9,0,0,0.0,41,71.8,true
836,644eb5f4fc13ae246d8432ca,0,0,0.0,40,76.51,true
837,644eb5f4fc13ae246d8432cb,0,0,0.0,90,49.03,true
838,644eb5f4fc13ae246d8432cc,0,0,0.0,11,10.0,false
839,644eb5f4fc13ae246d8432cd,0,0,0.0,10,85.12,true
840,644eb5f4fc13ae246d8432ce,0,0,0.0,74,84.49,false
841,644eb5f4fc13ae246d8432cf,0,0,0.0,6,23.09,true
842,644eb5f4fc13ae246d8432d0,0,0,0.0,15,61.68,true
843,644eb5f4fc13ae246d8432d1,0,0,0.0,94,57.83,true
844,644eb5f4fc13ae246d8432d2,0,0,0.0,90,47.33,true
845,644eb5f4fc13ae246d8432d3,0,0,0.0,96,12.88,false
846,644eb5f4fc13ae246d8432d4,0,0,0.0,78,6.91,true
847,644eb5f4fc13ae246d8432d5,0,0,0.0,53,38.34,false
848,644eb5f4fc13ae246d8432d6,0,0,0.0,58,23.36,false
849,644eb5f4fc13ae246d8432d7,0,0,0.0,4,36.6,false
850,644eb5f4fc13ae246d8432d8,0,0,0.0,92,40.96,false
851,644eb5f4fc13ae246d8432d9,0,0,0.0,13,43.25,false
852,644eb5f4fc13ae246d8432da,0,0,0.0,30,44.86,true
853,644eb5f4fc13ae246d8432db,0,0,0.0,12,49.67,false
854,644eb5f4fc13ae246d8432dc,0,0,0.0,63,16.24,true
855,644eb5f4fc13ae246d8432dd,0,0,0.0,46,26.9,true
856,644eb5f4fc13ae246d8432de,0,0,0.0,60,17.81,false
857,644eb5f4fc13ae246d8432df,0,0,0.0,74,84.04,false
858,644eb5f4fc13ae246d8432e0,0,0,0.0,53,69.86,false
859,644eb5f4fc13ae246d8432e1,0,0,0.0,25,82.06,true
860,644eb5f4fc13ae246d8432e2,0,0,0.0,86,90.37,true
861,644eb5f4fc13ae246d8432e3,0,0,0.0,60,98.3,true
862,644eb5f4fc13ae246d8432e4,0,0,0.0,61,17.54,true
863,644eb5f4fc13ae246d8432e5,0,0,0.0,47,61.17,true
864,644eb5f4fc13ae246d8432e6,0,0,0.0,91,64.12,false
865,644eb5f4fc13ae246d8432e7,0,0,0.0,13,52.43,false
866,644eb5f4fc13ae246d8432e8,0,0,0.0,63,21.61,true
867,644eb5f4fc13ae246d8432e9,0,0,0.0,79,59.57,false
868,644eb5f4fc13ae246d8432ea,0,0,0.0,76,74.85,false
869,644eb5f4fc13ae246d8432eb,0,0,0.0,83,72.81,false
870,644eb5f4fc13ae246d8432ec,0,0,0.0,39,73.98,true
871,644eb5f4fc13ae246d8432ed,0,0,0.0,11,61.9,false
872,644eb5f4fc13ae246d8432ee,0,0,0.0,47,46.72,true
873,644eb5f4fc13ae246d8432ef,0,0,0.0,39,57.25,true
874,644eb5f4fc13ae246d8432f0,0,0,0.0,85,92.95,true
875,644eb5f4fc13ae246d8432f1,0,0,0.0,65,95.07,false
876,644eb5f4fc13ae246d8432f2,0,0,0.0,0,67.25,false
877,644eb5f4fc13ae246d8432f3,0,0,0.0,38,76.66,false
878,644eb5f4fc13ae246d8432f4,0,0,0.0,69,57.12,true
879,644eb5f4fc13ae246d8432f5,0,0,0.0,90,57.92,true
880,644eb5f4fc13ae246d8432f6,0,0,0.0,8,8.57,false
881,644eb5f4fc13ae246d8432f7,0,0,0.0,16,80.6,true
882,644eb5f4fc13ae246d8432f8,0,0,0.0,92,26.82,false
883,644eb5f4fc13ae246d8432f9,0,0,0.0,52,4.94,false
884,644eb5f4fc13ae246d8432fa,0,0,0.0,67,23.75,true
885,644eb5f4fc13ae246d8432fb,0,0,0.0,28,28.09,true
886,644eb5f4fc13ae246d8432fc,0,0,0.0,30,15.73,true
887,644eb5f4fc13ae246d8432fd,0,0,0.0,18,92.7,true
888,644eb5f4fc13ae246d8432fe,0,0,0.0,74,56.24,false
889,644eb5f4fc13ae246d8432ff,0,0,0.0,28,65.65,false
890,644eb5f4fc13ae246d843300,0,0,0.0,87,4.13,true
891,644eb5f4fc13ae246d843301,0,0,0.0,20,26.28,true
892,644eb5f4fc13ae246d843302,0,0,0.0,96,34.32,false
893,644eb5f4fc13ae246d843303,0,0,0.0,99,28.39,false
894,644eb5f4fc13ae246d843304,0,0,0.0,38,88.59,false
895,644eb5f4fc13ae246d843305,0,0,0.0,97,46.33,true
896,644eb5f4fc13ae246d843306,0,0,0.0,38,94.77,true
897,644eb5f4fc13ae246d843307,0,0,0.0,26,40.49,false
898,644eb5f4fc13ae246d843308,0,0,0.0,97,59.25,true
899,644eb5f4fc13ae246d843309,0,0,0.0,16,20.16,false
900,644eb5f4fc13ae246d84330a,0,0,0.0,62,24.15,true
901,644eb5f4fc13ae246d84330b,0,0,0.0,25,45.12,false
902,644eb5f4fc13ae246d84330c,0,0,0.0,34,62.57,true
903,644eb5f4fc13ae246d84330d,0,0,0.0,3,43.41,false
904,644eb5f4fc13ae246d84330e,0,0,0.0,49,49.2,false
905,644eb5f4fc13ae246d84330f,0,0,0.0,80,80.47,true
906,644eb5f4fc13ae246d843310,0,0,0.0,24,11.67,true
907,644eb5f4fc13ae246d843311,0,0,0.0,1,69.46,true
908,644eb5f4fc13ae246d843312,0,0,0.0,69,65.13,true
909,644eb5f4fc13ae246d843313,0,0,0.0,83,32.57,false
910,644eb5f4fc13ae246d843314,0,0,0.0,62,85.34,true
911,644eb5f4fc13ae246d843315,0,0,0.0,68,31.63,false
912,644eb5f4fc13ae246d843316,0,0,0.0,58,85.08,true
913,644eb5f4fc13ae246d843317,0,0,0.0,90,41.45,true
914,644eb5f4fc13ae246d843318,0,0,0.0,43,20.03,true
915,644eb5f4fc13ae246d843319,0,0,0.0,26,2.48,false
916,644eb5f4fc13ae246d84331a,0,0,0.0,9,80.02,true
917,644eb5f4fc13ae246d84331b,0,0,0.0,39,33.54,false
918,644eb5f4fc13ae246d84331c,0,0,0.0,32,31.34,true
919,644eb5f4fc13ae246d84331d,0,0,0.0,84,59.04,false
920,644eb5f4fc13ae246d84331e,0,0,0.0,23,93.33,true
921,644eb5f4fc13ae246d84331f,0,0,0.0,78,46.19,false
922,644eb5f4fc13ae246d843320,0,0,0.0,17,52.0,false
923,644eb5f4fc13ae246d843321,0,0,0.0,70,18.19,false
924,644eb5f4fc13ae246d843322,0,0,0.0,14,19.71,true
925,644eb5f4fc13ae246d843323,0,0,0.0,12,10.38,true
926,644eb5f4fc13ae246d843324,0,0,0.0,60,83.64,true
927,644eb5f4fc13ae246d843325,0,0,0.0,58,90.3,true
928,644eb5f4fc13ae246d843326,0,0,0.0,84,31.63,false
929,644eb5f4fc13ae246d843327,0,0,0.0,10,71.89,true
930,644eb5f4fc13ae246d843328,0,0,0.0,80,40.18,false
931,644eb5f4fc13ae246d843329,0,0,0.0,96,91.76,false
932,644eb5f4fc13ae246d84332a,0,0,0.0,6,63.77,false
933,644eb5f4fc13ae246d84332b,0,0,0.0,71,48.38,false
934,644eb5f4fc13ae246d84332c,0,0,0.0,28,32.39,true
935,644eb5f4fc13ae246d84332d,0,0,0.0,81,63.83,false
936,644eb5f4fc13ae246d84332e,0,0,0.0,9,47.14,true
937,644eb5f4fc13ae246d84332f,0,0,0.0,11,69.91,true
938,644eb5f4fc13ae246d843330,0,0,0.0,30,46.75,false
939,644eb5f4fc13ae246d843331,0,0,0.0,97,24.56,true
940,644eb5f4fc13ae246d843332,0,0,0.0,33,33.25,true
941,644eb5f4fc13ae246d843333,0,0,0.0,86,27.49,true
942,644eb5f4fc13ae246d843334,0,0,0.0,91,14.27,true
943,644eb5f4fc13ae246d843335,0,0,0.0,22,46.86,false
944,644eb5f4fc13ae246d843336,0,0,0.0,79,63.61,false
945,644eb5f4fc13ae246d843337,0,0,0.0,26,75.15,true
946,644eb5f4fc13ae246d843338,0,0,0.0,19,10.47,true
947,644eb5f4fc13ae246d843339,0,0,0.0,18,60.25,true
948,644eb5f4fc13ae246d84333a,0,0,0.0,4,69.72,false
949,644eb5f4fc13ae246d84333b,0,0,0.0,49,78.33,true
950,644eb5f4fc13ae246d84333c,0,0,0.0,96,40.07,false
951,644eb5f4fc13ae246d84333d,0,0,0.0,19,88.23,false
952,644eb5f4fc13ae246d84333e,0,0,0.0,63,94.54,true
953,644eb5f4fc13ae246d84333f,0,0,0.0,86,76.23,true
954,644eb5f4fc13ae246d843340,0,0,0.0,40,12.71,true
955,644eb5f4fc13ae246d843341,0,0,0.0,28,29.91,true
956,644eb5f4fc13ae246d843342,0,0,0.0,2,77.86,true
957,644eb5f4fc13ae246d843343,0,0,0.0,79,50.08,true
958,644eb5f4fc13ae246d843344,0,0,0.0,75,94.76,false
959,644eb5f4fc13ae246d843345,0,0,0.0,64,16.4,false
960,644eb5f4fc13ae246d843346,0,0,0.0,95,48.04,true
961,644eb5f4fc13ae246d843347,0,0,0.0,46,48.72,true
962,644eb5f4fc13ae246d843348,0,0,0.0,52,48.18,true
963,644eb5f4fc13ae246d843349,0,0,0.0,23,19.5,false
964,644eb5f4fc13ae246d84334a,0,0,0.0,25,63.84,false
965,644eb5f4fc13ae246d84334b,0,0,0.0,93,71.42,true
966,644eb5f4fc13ae246d84334c,0,0,0.0,41,73.99,false
967,644eb5f4fc13ae246d84334d,0,0,0.0,78,20.48,true
968,644eb5f4fc13ae246d84334e,0,0,0.0,89,92.4,true
969,644eb5f4fc13ae246d84334f,0,0,0.0,79,89.14,false
970,644eb5f4fc13ae246d843350,0,0,0.0,5,11.23,true
971,644eb5f4fc13ae246d843351,0,0,0.0,71,63.87,false
972,644eb5f4fc13ae246d843352,0,0,0.0,9,44.51,false
973,644eb5f4fc13ae246d843353,0,0,0.0,98,89.13,false
974,644eb5f4fc13ae246d843354,0,0,0.0,71,69.83,false
975,644eb5f4fc13ae246d843355,0,0,0.0,49,13.42,false
976,644eb5f4fc13ae246d843356,0,0,0.0,38,6.53,false
977,644eb5f4fc13ae246d843357,0,0,0.0,11,50.67,false
978,644eb5f4fc13ae246d843358,0,0,0.0,10,84.96,false
979,644eb5f4fc13ae246d843359,0,0,0.0,49,59.94,false
980,644eb5f4fc13ae246d84335a,0,0,0.0,100,21.66,false
981,644eb5f4fc13ae246d84335b,0,0,0.0,77,28.56,false
982,644eb5f4fc13ae246d84335c,0,0,0.0,70,83.8,false
983,644eb5f4fc13ae246d84335d,0,0,0.0,57,86.61,false
984,644eb5f4fc13ae246d84335e,0,0,0.0,92,39.99,true
985,644eb5f4fc13ae246d84335f,0,0,0.0,24,86.03,true
986,644eb5f4fc13ae246d843360,0,0,0.0,58,51.94,false
987,644eb5f4fc13ae246d843361,0,0,0.0,44,56.36,false
988,644eb5f4fc13ae246d843362,0,0,0.0,56,88.73,false
989,644eb5f4fc13ae246d843363,0,0,0.0,18,95.55,true
990,644eb5f4fc13ae246d843364,0,0,0.0,20,39.09,true
991,644eb5f4fc13ae246d843365,0,0,0.0,55,33.5,false
992,644eb5f4fc13ae246d843366,0,0,0.0,11,37.44,true
993,644eb5f4fc13ae246d843367,0,0,0.0,55,36.12,true
994,644eb5f4fc13ae246d843368,0,0,0.0,16,87.3,true
995,644eb5f4fc13ae246d843369,0,0,0.0,85,96.03,true
996,644eb5f4fc13ae246d84336a,0,0,0.0,79,33.38,true
997,644eb5f4fc13ae246d84336b,0,0,0.0,78,80.12,false
998,644eb5f4fc13ae246d84336c,0,0,0.0,97,30.85,true
999,644eb5f4fc13ae246d84336d,0,0,0.0,5,17.86,true
1000,644eb5f4fc13ae246d84336e,0,0,0.0,39,49.04,true
